0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.110263289912146421e-02
2.000000000000000042e-02 1.119852738739893650e-03 5.000000000000000000e+00 4.569320479287710679e-01
4.000000000000000083e-02 4.442507986522338699e-03 5.000000000000000000e+00 3.946687385358257361e-01
5.999999999999999778e-02 9.913452452301733941e-03 5.000000000000000000e+00 3.667376222241955364e-01
8.000000000000000167e-02 1.747808155704077757e-02 5.000000000000000000e+00 2.788510491910657363e-01
1.000000000000000056e-01 2.708181203371191892e-02 5.000000000000000000e+00 6.722618912412668957e-01
1.199999999999999956e-01 3.867018818300507060e-02 5.000000000000000000e+00 7.329655777747008383e-01
1.400000000000000133e-01 5.218898218647993748e-02 5.000000000000000000e+00 7.365990168597924548e-01
1.600000000000000033e-01 6.758428834797935991e-02 5.000000000000000000e+00 3.883116932367832175e-01
1.799999999999999933e-01 8.480261118291686218e-02 5.000000000000000000e+00 6.576377165761305710e-01
2.000000000000000111e-01 1.037909473220351986e-01 5.000000000000000000e+00 5.393610430677759915e-01
2.200000000000000011e-01 1.244968612565778010e-01 5.000000000000000000e+00 3.212647718386605900e-01
2.399999999999999911e-01 1.468685549671117085e-01 5.000000000000000000e+00 4.105466285102064017e-01
2.600000000000000089e-01 1.708549315271730984e-01 5.000000000000000000e+00 5.006333022524723786e-01
2.800000000000000266e-01 1.964056506044138950e-01 5.000000000000000000e+00 6.125802171563456966e-01
2.999999999999999889e-01 2.234711527960616673e-01 5.000000000000000000e+00 5.889570426149028926e-01
3.200000000000000067e-01 2.520028005933763748e-01 5.000000000000000000e+00 3.798937848863831457e-01
3.400000000000000244e-01 2.819528215809125604e-01 5.000000000000000000e+00 5.421339534025819695e-01
3.599999999999999867e-01 3.132743772129958915e-01 5.000000000000000000e+00 5.332828152761341922e-01
3.800000000000000044e-01 3.459216317054580325e-01 5.000000000000000000e+00 7.624108450828598338e-01
4.000000000000000222e-01 3.798496637015351673e-01 5.000000000000000000e+00 7.357768391851883250e-01
4.199999999999999845e-01 4.150146025207483991e-01 5.000000000000000000e+00 4.698752681130310416e-01
4.400000000000000022e-01 4.513736074810487664e-01 5.000000000000000000e+00 5.399345518813530864e-01
4.600000000000000200e-01 4.888848812357014517e-01 5.000000000000000000e+00 5.699052282885836984e-01
4.799999999999999822e-01 5.275076795018177611e-01 5.000000000000000000e+00 4.636403927842142059e-01
5.000000000000000000e-01 5.672023173154285836e-01 5.000000000000000000e+00 6.277520164265054659e-01
5.200000000000000178e-01 6.079301728691943740e-01 5.000000000000000000e+00 2.878069548887787210e-01
5.400000000000000355e-01 6.496536849572313033e-01 5.000000000000000000e+00 7.036003228799367903e-01
5.600000000000000533e-01 6.923363530527594234e-01 5.000000000000000000e+00 5.810034636807462904e-01
5.799999999999999600e-01 7.359427310954059775e-01 5.000000000000000000e+00 2.478084660349919865e-01
5.999999999999999778e-01 7.804384199701172031e-01 5.000000000000000000e+00 4.704553325273847508e-01
6.199999999999999956e-01 8.257900579013379705e-01 5.000000000000000000e+00 3.856995613919475541e-01
6.400000000000000133e-01 8.719653089662274814e-01 5.000000000000000000e+00 7.207456642827811955e-01
6.600000000000000311e-01 9.189328499211932844e-01 5.000000000000000000e+00 6.058185688654199597e-01
6.800000000000000488e-01 9.666623555262072731e-01 5.000000000000000000e+00 3.095088329350627054e-01
7.000000000000000666e-01 1.015124482409744733e+00 5.000000000000000000e+00 4.094893799334462514e-01
7.199999999999999734e-01 1.064290851233327118e+00 5.000000000000000000e+00 6.068345991031697251e-01
7.399999999999999911e-01 1.114134030676610321e+00 5.000000000000000000e+00 7.537597467521873762e-01
7.600000000000000089e-01 1.164627516662120721e+00 5.000000000000000000e+00 6.639002766524414456e-01
7.800000000000000266e-01 1.215745712791361344e+00 5.000000000000000000e+00 5.280304263508888152e-01
8.000000000000000444e-01 1.267463910153015849e+00 5.000000000000000000e+00 7.629400141687873171e-01
8.200000000000000622e-01 1.319758266464219565e+00 5.000000000000000000e+00 7.294183306425331415e-01
8.399999999999999689e-01 1.372605784831444575e+00 5.000000000000000000e+00 4.014494094884905051e-01
8.599999999999999867e-01 1.425984292229705241e+00 5.000000000000000000e+00 4.662620015710328136e-01
8.800000000000000044e-01 1.479872417790601746e+00 5.000000000000000000e+00 6.100064099749283875e-01
9.000000000000000222e-01 1.534249570981852440e+00 5.000000000000000000e+00 4.262513651782552926e-01
9.200000000000000400e-01 1.589095919647647515e+00 5.000000000000000000e+00 -2.939952058600072728e-03
9.400000000000000577e-01 1.644392368298245533e+00 5.000000000000000000e+00 7.035411229834155344e-01
9.599999999999999645e-01 1.700120536538431981e+00 5.000000000000000000e+00 3.326505612921109578e-01
9.799999999999999822e-01 1.756262737335141155e+00 5.000000000000000000e+00 4.969834478274192668e-01
1.000000000000000000e+00 1.812801955648016161e+00 5.000000000000000000e+00 3.209420239515852757e-01
1.020000000000000018e+00 1.869721827304500206e+00 5.000000000000000000e+00 6.839539665750592468e-01
1.040000000000000036e+00 1.927006618158128459e+00 5.000000000000000000e+00 3.599491303400272346e-01
1.060000000000000053e+00 1.984641203563935807e+00 5.000000000000000000e+00 5.623383823385892377e-01
1.080000000000000071e+00 2.042611048200432489e+00 5.000000000000000000e+00 1.175346513705830404e-01
1.100000000000000089e+00 2.100902186263561955e+00 5.000000000000000000e+00 8.503338657024954728e-01
1.120000000000000107e+00 2.159501202054149527e+00 5.000000000000000000e+00 8.536096977193855517e-01
1.140000000000000124e+00 2.218395210977056387e+00 5.000000000000000000e+00 4.634164809046056877e-01
1.159999999999999920e+00 2.277571840966870820e+00 5.000000000000000000e+00 5.914998470135277575e-01
1.179999999999999938e+00 2.337019214352195728e+00 5.000000000000000000e+00 5.094569250067846333e-01
1.199999999999999956e+00 2.396725930167860952e+00 5.000000000000000000e+00 9.376219689508017430e-01
1.219999999999999973e+00 2.456681046922004175e+00 5.000000000000000000e+00 4.393676867828584798e-01
1.239999999999999991e+00 2.516874065822709117e+00 5.000000000000000000e+00 2.704683969536081367e-01
1.260000000000000009e+00 2.577294914467028519e+00 5.000000000000000000e+00 2.863261940244364867e-01
1.280000000000000027e+00 2.637933930993306753e+00 5.000000000000000000e+00 7.820495748961917570e-01
1.300000000000000044e+00 2.698781848696226060e+00 5.000000000000000000e+00 9.873602440077479114e-01
1.320000000000000062e+00 2.759829781102511870e+00 5.000000000000000000e+00 6.066985155554407427e-01
1.340000000000000080e+00 2.821069207503975385e+00 5.000000000000000000e+00 6.426029413275444746e-01
1.360000000000000098e+00 2.882491959715264507e+00 5.000000000000000000e+00 8.663869965516917127e-01
1.380000000000000115e+00 2.944090206039967850e+00 5.000000000000000000e+00 6.897153766224870530e-01
1.400000000000000133e+00 3.005856440785886541e+00 5.000000000000000000e+00 6.891432374690725782e-01
1.419999999999999929e+00 3.066375404717218700e+00 0.000000000000000000e+00 3.180616719548710891e-02
1.439999999999999947e+00 3.124311856688330558e+00 0.000000000000000000e+00 1.800695383928802018e-02
1.459999999999999964e+00 3.179773373258202085e+00 0.000000000000000000e+00 2.021505705363237093e-02
1.479999999999999982e+00 3.232861169394422252e+00 0.000000000000000000e+00 2.919719391463663355e-02
1.500000000000000000e+00 3.283670589728777678e+00 0.000000000000000000e+00 6.770463973785711791e-03
1.520000000000000018e+00 3.332291553278873497e+00 0.000000000000000000e+00 2.634113498852506258e-02
1.540000000000000036e+00 3.378808956827240362e+00 0.000000000000000000e+00 2.907337723629647985e-02
1.560000000000000053e+00 3.423303041486009501e+00 0.000000000000000000e+00 3.638221550061901399e-02
1.580000000000000071e+00 3.465849726406944775e+00 0.000000000000000000e+00 2.930166569990807005e-02
1.600000000000000089e+00 3.506520913108507109e+00 0.000000000000000000e+00 3.279972325620915397e-02
1.620000000000000107e+00 3.545384763470981859e+00 0.000000000000000000e+00 2.941972910465483551e-02
1.640000000000000124e+00 3.582505954087409794e+00 0.000000000000000000e+00 4.539586515707703246e-02
1.660000000000000142e+00 3.617945909343302624e+00 0.000000000000000000e+00 3.488544670413279425e-02
1.679999999999999938e+00 3.651763015324871020e+00 0.000000000000000000e+00 3.441061988162644886e-02
1.699999999999999956e+00 3.684012816417575831e+00 0.000000000000000000e+00 2.682994813382307345e-02
1.719999999999999973e+00 3.714748196249301859e+00 0.000000000000000000e+00 5.019176815605781022e-02
1.739999999999999991e+00 3.744019544460376103e+00 0.000000000000000000e+00 5.070391139403710411e-03
